x_corr,y_corr,z_corr,r,theta,phi,phi_abs,theta_bin,phi_bin_abs,low_dorsal_margin,high_ventral_margin,high_margin,uniform
-251.41781443451345,-216.01725408863254,112.36382211806291,349.99999999999994,1.2439694514854902,-2.431783836648389,2.431783836648389,16,15,2.1303289691985627,2.0879965863701386,1.893809682580214,1.7458979745052972
233.91473234154628,-251.09993831358912,68.79475977496034,350.0,1.3729517053211746,-0.8208156892917882,0.8208156892917882,17,5,2.3355045581752027,2.032391956584507,2.2679549532430645,2.0015182893677723
-181.22727003861795,5.637780448673208,299.37416726558484,349.99999999999994,0.544561058486502,3.1104937862754904,3.1104937862754904,7,19,2.0663237395911422,2.0560649666775945,1.7617066629856524,2.0074198760752195
207.20904142157795,245.9498490102255,138.10533995830158,349.99999999999994,1.165178331995171,0.8706813594541334,0.8706813594541334,15,6,1.8980775023078493,2.12978344972771,2.05585752746567,1.8511546792863838
-262.76297475301647,-71.1524387971659,219.983975671323,350.00000000000006,0.8911401429774927,-2.8771487109209835,2.8771487109209835,11,18,2.0263438500463256,1.8651892360456164,2.04052843115453,1.9954926909130735
11.251489772238436,318.0263151990595,145.71433292169186,350.0,1.1413948777266651,1.5354319612416725,1.5354319612416725,14,10,1.985027118765224,2.090577188591899,1.937104243965122,2.049234288482925
-280.7900423015739,-206.7238005432659,30.368115404620767,350.00000000000006,1.4839210448316114,-2.5069679505028613,2.5069679505028613,18,16,2.7207321164234317,1.819090334321598,2.749302328268467,2.0804423756922685
-132.63380451240388,-136.23365089273972,293.851435703487,350.00000000000006,0.5742949388582387,-2.34280636446613,2.34280636446613,7,15,2.007544931601404,1.9628485851986983,1.992290293192176,1.9263744674955667
328.62466433685523,51.73392336343967,108.76318845507878,350.0,1.2548122612583996,0.15614408409634856,0.15614408409634856,16,1,2.1322436795146005,1.994911033821193,1.8914380168352172,2.0783358047951483
163.0933613806615,-37.104749960535905,307.4472198669603,349.99999999999994,0.49824912985049147,-0.22369859000141162,0.22369859000141162,7,2,1.909563033940243,1.954962461159473,2.044861489650014,2.1239864959928
109.18261187382028,205.92753721648342,261.09961064766946,350.00000000000006,0.728762793057054,1.0832822581627275,1.0832822581627275,9,7,2.2374361570428234,1.8845361730282875,1.9821031665592628,2.0602601280484016
-220.44093371384162,270.61695556374923,25.927940619676352,350.0,1.4966485724345207,2.254368441739981,2.254368441739981,19,14,2.7666115386482817,1.8751557748287841,2.6224351954350893,2.0450970598909404
-139.16132144193946,321.0391284912236,8.246489685243152,350.0,1.547232747172108,1.9798204967715176,1.9798204967715176,19,12,3.0092120175463215,1.8241394310936974,3.00239219425442,2.0252857492051746
-131.22471399955833,-296.3379846182166,132.15094894910038,350.0,1.1836212118682563,-1.9876642684569281,1.9876642684569281,15,13,2.0459197473067645,1.9284996378020867,2.025669557255238,1.8634691627039262
249.93755591192343,37.49173317360423,242.12721467941893,350.0,0.8068284948849062,0.14889425102612336,0.14889425102612336,10,1,1.878786817337272,1.9393521046490676,1.9001784229761265,1.967296242065282
-140.75615047422028,-85.53273430270053,308.82334346092154,350.0,0.48995845523979537,-2.595555409089124,2.595555409089124,6,16,2.10423105424991,2.0479715549565443,1.8620832727682133,2.013025482038638
89.45269757389009,-331.1345626512776,69.62841599879528,350.0,1.3705218473632965,-1.3069539902735703,1.3069539902735703,17,8,2.535628799270818,2.062611432264572,2.3540751613600097,1.9541164535180928
167.2917045606172,-243.32616647100357,187.89854255881983,350.0,1.0040937944559694,-0.96849512476134,0.96849512476134,13,6,2.010073588052509,2.1028802901935357,2.0860308037699333,2.0522314443253116
-214.62868972628485,-221.85604785988025,164.96793498850823,350.0,1.0799902569504034,-2.339637902733479,2.339637902733479,14,15,2.024223248349423,2.104442115700275,2.0536173631798462,2.0243982809549967
-55.12899306071192,291.9416513314221,185.01585429901496,350.0,1.0138261546962821,1.7574342574850945,1.7574342574850945,13,11,2.019653548818244,1.919467153374718,1.944162958256424,2.06104017580431
57.008515213736665,329.20336888426624,104.28408847170721,349.99999999999994,1.2682471782357305,1.399325747195674,1.399325747195674,16,9,2.1403268973434173,1.8743663734578246,2.211534444502001,1.9467009806251558
204.92311801525494,-198.2102898337149,203.02511348830873,350.0,0.9519795516360424,-0.7687480725913959,0.7687480725913959,12,5,1.939798538677477,2.1370432122122436,1.9841396944812137,2.070952022211719
15.918586920783884,338.85239489561684,86.1722290761379,350.0,1.3220321473080845,1.5238529017001332,1.5238529017001332,16,10,2.3417745564507744,2.0783249863848225,2.1272440708321647,2.0130705969106173
302.44638560789895,167.57154478132435,54.276709667395245,350.0,1.4150916260773156,0.5059501430067956,0.5059501430067956,18,4,2.4935071478441984,1.982254751184506,2.4542208915926578,1.9790828744176552
-184.38698824735036,-92.545245533833,282.73099599116125,350.0,0.6303812372179171,-2.676420065265829,2.676420065265829,8,17,1.9365837304640758,2.031705484022808,2.023579943042739,1.9444812523424317
346.0883237553216,-35.5764256297156,38.17315941397886,350.00000000000006,1.4615127598164692,-0.1024359968262472,0.1024359968262472,18,1,1.9851384236948402,2.2018696859982603,2.8133919237545735,1.91120789257113
-183.86880736244277,288.39805883739115,74.28876993151505,350.0,1.3569157668163858,2.138371043094954,2.138371043094954,17,13,2.1779482738761407,2.025473704795038,2.4801816262537777,2.048952339451645
329.6263307507197,-38.99269457599807,111.02275372877425,350.0,1.248012476276746,-0.11774643900996017,0.11774643900996017,16,1,1.7950780071354902,2.079621139016684,2.2789815954094417,1.8941130619675044
-119.19903254869845,202.7780573165086,259.1768703229458,349.99999999999994,0.7369743364336834,2.1022192614046613,2.1022192614046613,9,13,1.9574168077932856,2.02539715769532,1.7684047418483848,1.9739924892351812
-53.457677416159314,102.00126147058079,330.511753775384,350.0,0.33527671990700464,2.0535284262931763,2.0535284262931763,5,13,2.0980735028658843,2.056681330982386,2.030057319080547,2.001473683448138
-127.74148866295936,282.11084445309865,163.08152414093573,350.0,1.0860914943166464,1.9959812894782363,1.9959812894782363,14,13,1.869050931710068,2.0354431307740484,1.9595654995704588,2.0729359453050673
