x_corr,y_corr,z_corr,r,theta,phi,phi_abs,theta_bin,phi_bin_abs,low_dorsal_margin,high_ventral_margin,high_margin,uniform
-251.41781443451345,-216.01725408863254,112.36382211806291,349.99999999999994,1.2439694514854902,-2.431783836648389,2.431783836648389,16,15,2.2471890814475097,2.0471353338664797,2.219131449164063,1.917419283825728
233.91473234154628,-251.09993831358912,68.79475977496034,350.0,1.3729517053211746,-0.8208156892917882,0.8208156892917882,17,5,2.5408907866026045,2.017864352524322,2.519887515997455,1.9846138071197916
-181.22727003861795,5.637780448673208,299.37416726558484,349.99999999999994,0.544561058486502,3.1104937862754904,3.1104937862754904,7,19,1.9153468489451455,1.9612370067521736,2.141773685523385,2.0185267787304246
207.20904142157795,245.9498490102255,138.10533995830158,349.99999999999994,1.165178331995171,0.8706813594541334,0.8706813594541334,15,6,2.0164023240831774,1.9188607746890893,1.9396960299752295,1.988433839713168
-262.76297475301647,-71.1524387971659,219.983975671323,350.00000000000006,0.8911401429774927,-2.8771487109209835,2.8771487109209835,11,18,1.7869847785784987,2.1355573891964985,1.8005618277171263,2.118754266582764
11.251489772238436,318.0263151990595,145.71433292169186,350.0,1.1413948777266651,1.5354319612416725,1.5354319612416725,14,10,2.1366741199792703,2.1627943521919355,1.9677559644249345,2.0186063810703185
-280.7900423015739,-206.7238005432659,30.368115404620767,350.00000000000006,1.4839210448316114,-2.5069679505028613,2.5069679505028613,18,16,2.8474320038355234,2.0564102904206596,2.793476154065013,1.8876676075141299
-132.63380451240388,-136.23365089273972,293.851435703487,350.00000000000006,0.5742949388582387,-2.34280636446613,2.34280636446613,7,15,1.9678522814662864,2.044486878175105,1.965781774554539,1.7566880398662774
328.62466433685523,51.73392336343967,108.76318845507878,350.0,1.2548122612583996,0.15614408409634856,0.15614408409634856,16,1,1.9347660375161309,1.9588921433617505,2.1082594201314073,2.07217267354995
163.0933613806615,-37.104749960535905,307.4472198669603,349.99999999999994,0.49824912985049147,-0.22369859000141162,0.22369859000141162,7,2,2.0924491411672523,2.052407235634184,1.9584192586546765,1.9281182285384082
109.18261187382028,205.92753721648342,261.09961064766946,350.00000000000006,0.728762793057054,1.0832822581627275,1.0832822581627275,9,7,1.9440219038655702,2.107319014808297,2.050977739941847,1.9592776854717968
-220.44093371384162,270.61695556374923,25.927940619676352,350.0,1.4966485724345207,2.254368441739981,2.254368441739981,19,14,2.8288467783248903,1.966695137651166,2.7991059971487484,1.9409308300135004
-139.16132144193946,321.0391284912236,8.246489685243152,350.0,1.547232747172108,1.9798204967715176,1.9798204967715176,19,12,2.604028208433936,2.078201041076203,2.8580692349032653,2.1596287406816534
-131.22471399955833,-296.3379846182166,132.15094894910038,350.0,1.1836212118682563,-1.9876642684569281,1.9876642684569281,15,13,1.8798587117123862,1.9832492137322404,1.6563124273957524,2.017393080923404
249.93755591192343,37.49173317360423,242.12721467941893,350.0,0.8068284948849062,0.14889425102612336,0.14889425102612336,10,1,1.8979216969977544,2.147090356545399,2.045522619086996,2.0674155715991076
-140.75615047422028,-85.53273430270053,308.82334346092154,350.0,0.48995845523979537,-2.595555409089124,2.595555409089124,6,16,2.0334150024011146,2.2044802823910388,2.0584724057796517,2.0335278455556116
89.45269757389009,-331.1345626512776,69.62841599879528,350.0,1.3705218473632965,-1.3069539902735703,1.3069539902735703,17,8,2.4825301402634214,2.038247072898997,2.4691831887356663,1.8727189266273705
167.2917045606172,-243.32616647100357,187.89854255881983,350.0,1.0040937944559694,-0.96849512476134,0.96849512476134,13,6,2.0041126082780143,1.9804791272168019,1.8845417578542867,1.8853492639806397
-214.62868972628485,-221.85604785988025,164.96793498850823,350.0,1.0799902569504034,-2.339637902733479,2.339637902733479,14,15,1.9001768674786106,1.89328561356655,1.8986287044741954,1.9599425430211774
-55.12899306071192,291.9416513314221,185.01585429901496,350.0,1.0138261546962821,1.7574342574850945,1.7574342574850945,13,11,2.1008922295403565,2.0720574575254505,1.9194271895484656,1.9706420057861507
57.008515213736665,329.20336888426624,104.28408847170721,349.99999999999994,1.2682471782357305,1.399325747195674,1.399325747195674,16,9,2.1610722809747154,1.9549582014888034,1.9952954628716284,1.9768291839619356
204.92311801525494,-198.2102898337149,203.02511348830873,350.0,0.9519795516360424,-0.7687480725913959,0.7687480725913959,12,5,2.085193622848063,1.9285178040264033,2.040047398518208,1.8392168412134349
15.918586920783884,338.85239489561684,86.1722290761379,350.0,1.3220321473080845,1.5238529017001332,1.5238529017001332,16,10,2.044706298225533,1.9805651524428582,1.9644832951240634,2.089933076005405
302.44638560789895,167.57154478132435,54.276709667395245,350.0,1.4150916260773156,0.5059501430067956,0.5059501430067956,18,4,2.360460368837446,1.951804808504969,2.495087768249517,1.9487317943812847
