x_corr,y_corr,z_corr,r,theta,phi,phi_abs,theta_bin,phi_bin_abs,low_dorsal_margin,high_ventral_margin,high_margin,uniform
-251.41781443451345,-216.01725408863254,112.36382211806291,349.99999999999994,1.2439694514854902,-2.431783836648389,2.431783836648389,16,15,2.016434994191153,1.7966546005786257,1.9923754555149704,2.0416263995137696
233.91473234154628,-251.09993831358912,68.79475977496034,350.0,1.3729517053211746,-0.8208156892917882,0.8208156892917882,17,5,2.60788193106879,2.0181956266116012,2.2817091813536963,2.142553157486658
-181.22727003861795,5.637780448673208,299.37416726558484,349.99999999999994,0.544561058486502,3.1104937862754904,3.1104937862754904,7,19,1.9852156730608894,1.9675185132216249,2.0615377555049927,1.900917141835939
207.20904142157795,245.9498490102255,138.10533995830158,349.99999999999994,1.165178331995171,0.8706813594541334,0.8706813594541334,15,6,1.8914222986738676,1.897008375903803,2.0945309266300343,1.6954346947034855
-262.76297475301647,-71.1524387971659,219.983975671323,350.00000000000006,0.8911401429774927,-2.8771487109209835,2.8771487109209835,11,18,1.8829019244437095,1.8419473432344717,1.969281776451641,2.006851214457479
11.251489772238436,318.0263151990595,145.71433292169186,350.0,1.1413948777266651,1.5354319612416725,1.5354319612416725,14,10,2.011261418447098,2.0079189375948037,2.008532850314346,1.9727367508563272
-280.7900423015739,-206.7238005432659,30.368115404620767,350.00000000000006,1.4839210448316114,-2.5069679505028613,2.5069679505028613,18,16,2.578889263435501,1.8993650788128482,2.766133361692946,1.9665057536455324
-132.63380451240388,-136.23365089273972,293.851435703487,350.00000000000006,0.5742949388582387,-2.34280636446613,2.34280636446613,7,15,1.9898391981432781,2.2069863308479323,2.036570023970601,1.7997480936956776
328.62466433685523,51.73392336343967,108.76318845507878,350.0,1.2548122612583996,0.15614408409634856,0.15614408409634856,16,1,2.0745814777206375,2.022619293816429,2.0534243604237212,2.048573882899568
163.0933613806615,-37.104749960535905,307.4472198669603,349.99999999999994,0.49824912985049147,-0.22369859000141162,0.22369859000141162,7,2,2.0310901527045573,2.1033657085765434,2.129301091121015,2.024085359690906
109.18261187382028,205.92753721648342,261.09961064766946,350.00000000000006,0.728762793057054,1.0832822581627275,1.0832822581627275,9,7,1.996896327208781,1.9293994202219458,1.9836362079880594,2.1765948338307637
-220.44093371384162,270.61695556374923,25.927940619676352,350.0,1.4966485724345207,2.254368441739981,2.254368441739981,19,14,2.870207687369989,1.9042111960160861,2.8063518914454044,1.994672487995911
-139.16132144193946,321.0391284912236,8.246489685243152,350.0,1.547232747172108,1.9798204967715176,1.9798204967715176,19,12,2.8758299886141074,2.181258680711543,2.8425511781069526,1.9218290192765182
-131.22471399955833,-296.3379846182166,132.15094894910038,350.0,1.1836212118682563,-1.9876642684569281,1.9876642684569281,15,13,2.1566827781083457,1.9602966854889168,2.2422181366922116,1.9728823247732132
249.93755591192343,37.49173317360423,242.12721467941893,350.0,0.8068284948849062,0.14889425102612336,0.14889425102612336,10,1,1.9722021844401962,1.9636976898332592,1.986654926507093,1.960501942780318
-140.75615047422028,-85.53273430270053,308.82334346092154,350.0,0.48995845523979537,-2.595555409089124,2.595555409089124,6,16,1.985063690219882,1.888318982627274,2.16490788652731,1.9445421324722822
